SMALLINT,VARCHAR(50),VARCHAR(200),SMALLINT,SMALLINT,VARCHAR(200),VARCHAR(20),VARCHAR(20),SMALLINT
,,,NOT NULL,NOT NULL,,,,NOT NULL
ID_ServizioErogato,NomeServizioErogato,DescrizioneServizioErogato,NumeroMacroArea,CategoriaRilevanzaAttribuita,MotivazioneCategoria,RTO_SE,RPO_SE,Responsabile_SE
